,rule,Def,support1,confidence1,lift1,support2,confidence2,lift2,support3,confidence3,lift3,support4,confidence4,lift4,support5,confidence5,lift5,support6,confidence6,lift6,support7,confidence7,lift7
6,P5->I4,ptype=Pedestrian->injury=Fatal Injury (K),0.051821092,0.911719939,2.053101651,0.066503013,0.943037975,2.087307071,0.065577569,0.941763727,2.06198953,0.066674304,0.955665025,2.1145754119999998,0.069632495,0.9217638690000001,2.028839774,0.05976201,0.9199457259999999,2.09742449,0.055982359,0.9172494170000001,2.091596481
15,"N1, P5->I4","numfatal=1, ptype=Pedestrian->injury=Fatal Injury (K)",0.050004325999999995,0.9116719240000001,2.052993527,0.065164026,0.941935484,2.084866833,0.062333449000000006,0.9389179759999999,2.055758764,0.064955894,0.9561551429999999,2.115659885,0.067590802,0.929098966,2.044984621,0.058263552,0.919332406,2.096026155,0.054559681,0.917464115,2.092086055
96,"N1, P5->I4, F8","numfatal=1, ptype=Pedestrian->injury=Fatal Injury (K), fhevent=Pedestrian",,,,0.061147065,0.883870968,14.29828811,0.058278299000000006,0.8778359509999999,14.40418649,0.06151907400000001,0.9055649240000001,14.34605485,0.064367075,0.88478582,13.49806039,0.055090348,0.869262865,15.40904251,0.051216389,0.861244019,16.40564827
138,"P5->A1, I4","ptype=Pedestrian->atmcond=Clear, injury=Fatal Injury (K)",,,,0.051439411,0.72943038,2.190735611,,,,,,,0.053191489,0.704125178,2.072292506,,,,,,
149,"N1, P5->A1, I4","numfatal=1, ptype=Pedestrian->atmcond=Clear, injury=Fatal Injury (K)",,,,0.050100424000000005,0.724193548,2.1750075669999998,,,,,,,0.051579625999999996,0.70901034,2.086669899,,,,,,
164,"P5->N1, I4","ptype=Pedestrian->numfatal=1, injury=Fatal Injury (K)",0.050004325999999995,0.879756469,2.378181717,0.065164026,0.924050633,2.3387014319999997,0.062333449000000006,0.8951747090000001,2.2624459480000003,0.064955894,0.931034483,2.3797950219999997,0.067590802,0.894736842,2.279961953,0.058263552,0.89687924,2.389080765,0.054559681,0.8939393940000001,2.438300349
210,"N1, F8, P5->I4","numfatal=1, fhevent=Pedestrian, ptype=Pedestrian->injury=Fatal Injury (K)",,,,0.061147065,0.956369983,2.116815951,0.058278299000000006,0.972920696,2.1302076430000003,0.06151907400000001,0.958928571,2.121796578,0.064367075,0.9614767259999999,2.116249387,0.055090348,0.9314456040000001,2.123643564,0.051216389,0.946123522,2.15743787
238,"A1, P5->N1, I4","atmcond=Clear, ptype=Pedestrian->numfatal=1, injury=Fatal Injury (K)",,,,0.050100424000000005,0.920081967,2.328657043,,,,,,,0.051579625999999996,0.8872458409999999,2.260873438,,,,,,
249,"P5->N1, A1, I4","ptype=Pedestrian->numfatal=1, atmcond=Clear, injury=Fatal Injury (K)",,,,0.050100424000000005,0.710443038,2.412652712,,,,,,,0.051579625999999996,0.682788051,2.318987447,,,,,,
334,"P5->N1, I4, F8","ptype=Pedestrian->numfatal=1, injury=Fatal Injury (K), fhevent=Pedestrian",,,,0.061147065,0.867088608,14.18037975,0.058278299000000006,0.836938436,14.36106489,0.06151907400000001,0.8817733990000001,14.33333333,0.064367075,0.8520625890000001,13.21549075,0.055090348,0.848032564,15.36889687,0.051216389,0.839160839,16.36189054
342,"P5->I4, F8","ptype=Pedestrian->injury=Fatal Injury (K), fhevent=Pedestrian",,,,0.06181655900000001,0.876582278,14.18037975,0.060595527999999996,0.870216306,14.27915768,0.063122924,0.904761905,14.33333333,0.065334193,0.864864865,13.19415153,0.056324372000000004,0.867028494,15.36943479,0.052425665,0.8589743590000001,16.36241401
368,"N1, A1, P5->I4","numfatal=1, atmcond=Clear, ptype=Pedestrian->injury=Fatal Injury (K)",,,,0.050100424000000005,0.9432773109999999,2.087836814,,,,,,,0.051579625999999996,0.921305182,2.027830186,,,,,,
389,"A1, P5->I4","atmcond=Clear, ptype=Pedestrian->injury=Fatal Injury (K)",,,,0.051439411,0.9446721309999999,2.09092409,,,,,,,0.053191489,0.914972274,2.013891196,,,,,,
394,"F8, P5->N1, I4","fhevent=Pedestrian, ptype=Pedestrian->numfatal=1, injury=Fatal Injury (K)",,,,0.061147065,0.9464594129999999,2.395416339,0.058278299000000006,0.936685289,2.367358924,0.06151907400000001,0.933913043,2.387152842,0.064367075,0.94778481,2.4151384019999997,0.055090348,0.9124087590000001,2.430447845,0.051216389,0.925449871,2.52424802
421,"F8, P5->I4","fhevent=Pedestrian, ptype=Pedestrian->injury=Fatal Injury (K)",,,,0.06181655900000001,0.956822107,2.117816677,0.060595527999999996,0.9739292359999999,2.13241584,0.063122924,0.95826087,2.120319171,0.065334193,0.962025316,2.117456858,0.056324372000000004,0.932846715,2.12683802,0.052425665,0.947300771,2.1601223430000003
